label,container,total_events,evt_epoll_wait,evt_switch,evt_select,evt_wait4,evt_times,evt_accept,evt_futex,evt_getsockname,evt_fcntl,evt_read,evt_stat,evt_openat,evt_mmap,evt_munmap,evt_madvise,evt_writev,evt_write,evt_close,evt_epoll_ctl,evt_clone,evt_set_robust_list,evt_mprotect,evt_sigaltstack,evt_rt_sigprocmask,evt_gettid,evt_nanosleep,evt_getpid,evt_tgkill,evt_epoll_pwait,evt_signaldeliver,evt_procexit,evt_execve,evt_brk,evt_access,evt_fstat,evt_arch_prctl,evt_getuid,evt_getgid,evt_geteuid,evt_getegid,evt_sysinfo,evt_rt_sigaction,evt_uname,evt_getcwd,evt_getppid,evt_socket,evt_connect,evt_lseek,evt_getpgrp,evt_prlimit,evt_getpeername,evt_pipe,evt_dup,evt_set_tid_address,evt_statfs,evt_exit_group,evt_rt_sigreturn,evt_fadvise64,evt_umask,evt_fchmodat,evt_ioctl,evt_newfstatat,evt_unlinkat,evt_shutdown,evt_sched_yield,evt_lstat,evt_lgetxattr,evt_getxattr,evt_getdents64,evt_poll,evt_pselect6,evt_mkdir,evt_readlink,evt_rename,evt_chmod,evt_unlink,evt_symlink,evt_getrandom,evt_sendmmsg,evt_recvfrom,evt_exit,evt_setsockopt,evt_getsockopt,evt_sendto,evt_link,evt_chdir,evt_setitimer,evt_sched_getaffinity,evt_readlinkat,evt_epoll_create1,evt_capget,evt_getpgid,evt_rt_sigsuspend,evt_kill,evt_alarm,evt_setgid,evt_chown,evt_getgroups,evt_setgroups,evt_setresgid,evt_setresuid,evt_prctl,evt_getresuid,evt_getresgid,evt_clock_gettime,evt_bind,evt_recvmsg,evt_lchown,evt_faccessat,evt_utimensat,evt_fstatfs,evt_fchdir,evt_flistxattr,evt_fgetxattr,evt_fsetxattr,evt_mremap,evt_setpgid,evt_timer_create,evt_timer_settime,evt_setuid,evt_mknod,evt_mount,evt_umount,evt_finit_module
0,redis,9603,3094,455,5,0,0,0,939,0,126,701,420,739,971,272,84,146,220,948,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,nginx,6815,1621,370,0,0,0,52,647,29,108,499,397,753,960,0,0,0,180,848,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ubuntu-idle,2826,0,208,0,0,0,0,187,0,0,199,223,457,521,0,0,0,93,503,0,0,20,115,0,0,0,228,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,python-ws,6341,1578,417,0,0,0,72,724,0,0,460,423,694,789,0,0,0,271,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,alpine-idle,1220,0,74,0,0,0,0,63,0,0,71,0,240,230,0,0,0,32,318,0,0,6,88,0,0,0,64,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,file-flood,30917,0,507,0,0,0,0,0,0,99,632,411,9278,958,0,0,0,9584,9062,0,0,0,262,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,rename-flood,9543,0,499,0,0,0,0,0,0,0,0,281,219,691,0,0,0,192,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,port-scan,14890,0,277,0,0,0,0,0,330,0,532,0,0,0,0,0,0,250,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753,4136,0,0,0,338,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,185,184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,conn-burst,10987,0,305,0,0,0,0,0,0,0,485,0,0,0,0,0,0,214,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,3127,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,429,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,183,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,1,0,0,0,0
1,privesc-sim,6754,0,177,0,0,0,0,0,0,0,1685,864,1363,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,2,0,242,229,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,138,0,0,75,0,64,0,94,0,6,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
